ketinggian_air,debit_air,curah_hujan,status,created_at
3.22,72.48,35.79,Waspada,2026-05-25 19:40:00
3.90,85.74,44.57,Waspada,2026-05-25 19:40:15
3.77,80.98,48.01,Waspada,2026-05-25 19:40:30
3.64,81.41,41.47,Waspada,2026-05-25 19:40:45
3.51,75.80,40.49,Waspada,2026-05-25 19:41:00
3.42,72.89,44.92,Waspada,2026-05-25 19:41:15
3.27,70.17,38.80,Waspada,2026-05-25 19:41:30
3.34,75.66,38.55,Waspada,2026-05-25 19:41:45
3.40,74.88,44.46,Waspada,2026-05-25 19:42:00
3.55,77.10,45.76,Waspada,2026-05-25 19:42:15
3.62,81.95,44.46,Waspada,2026-05-25 19:42:30
3.67,78.74,44.06,Waspada,2026-05-25 19:42:45
3.57,80.90,40.57,Waspada,2026-05-25 19:43:00
3.45,77.24,40.77,Waspada,2026-05-25 19:43:15
3.67,79.45,44.20,Waspada,2026-05-25 19:43:30
3.56,77.86,43.00,Waspada,2026-05-25 19:43:45
3.64,78.09,44.61,Waspada,2026-05-25 19:44:00
3.88,84.14,50.14,Waspada,2026-05-25 19:44:15
4.46,97.20,56.22,Siaga,2026-05-25 19:44:30
4.21,92.14,51.48,Siaga,2026-05-25 19:44:45
3.94,86.15,50.91,Waspada,2026-05-25 19:45:00
3.86,84.72,44.47,Waspada,2026-05-25 19:45:15
3.82,83.52,42.99,Waspada,2026-05-25 19:45:30
3.76,82.85,43.93,Waspada,2026-05-25 19:45:45
3.88,83.18,46.44,Waspada,2026-05-25 19:46:00
3.78,83.71,43.85,Waspada,2026-05-25 19:46:15
3.69,82.72,46.50,Waspada,2026-05-25 19:46:30
3.93,84.03,48.02,Waspada,2026-05-25 19:46:45
4.16,91.33,46.09,Siaga,2026-05-25 19:47:00
3.72,82.72,47.27,Waspada,2026-05-25 19:47:15
3.58,76.58,44.36,Waspada,2026-05-25 19:47:30
3.82,86.25,45.18,Waspada,2026-05-25 19:47:45
3.62,78.34,41.69,Waspada,2026-05-25 19:48:00
3.83,82.10,46.90,Waspada,2026-05-25 19:48:15
3.67,79.75,46.45,Waspada,2026-05-25 19:48:30
3.82,82.37,46.33,Waspada,2026-05-25 19:48:45
3.72,80.48,43.15,Waspada,2026-05-25 19:49:00
3.63,82.14,41.66,Waspada,2026-05-25 19:49:15
3.62,77.23,46.69,Waspada,2026-05-25 19:49:30
3.83,82.40,48.37,Waspada,2026-05-25 19:49:45
3.99,87.10,45.49,Waspada,2026-05-25 19:50:00
4.40,97.83,50.21,Siaga,2026-05-25 19:50:15
4.00,89.33,50.96,Siaga,2026-05-25 19:50:30
3.73,83.80,43.37,Waspada,2026-05-25 19:50:45
3.90,88.02,47.29,Waspada,2026-05-25 19:51:00
3.78,80.94,42.11,Waspada,2026-05-25 19:51:15
3.99,85.67,48.00,Waspada,2026-05-25 19:51:30
4.15,89.40,47.44,Siaga,2026-05-25 19:51:45
3.75,83.49,40.98,Waspada,2026-05-25 19:52:00
3.89,87.24,47.62,Waspada,2026-05-25 19:52:15
4.29,95.14,47.80,Siaga,2026-05-25 19:52:30
3.49,78.36,45.79,Waspada,2026-05-25 19:52:45
3.28,70.29,42.41,Waspada,2026-05-25 19:53:00
3.38,75.69,37.07,Waspada,2026-05-25 19:53:15
3.24,71.04,40.74,Waspada,2026-05-25 19:53:30
3.31,70.50,40.45,Waspada,2026-05-25 19:53:45
3.41,76.46,38.43,Waspada,2026-05-25 19:54:00
3.49,76.46,41.53,Waspada,2026-05-25 19:54:15
3.67,83.11,47.80,Waspada,2026-05-25 19:54:30
3.50,74.59,44.24,Waspada,2026-05-25 19:54:45
3.30,72.80,36.32,Waspada,2026-05-25 19:55:00
4.27,92.37,53.82,Siaga,2026-05-25 19:55:15
3.44,74.83,40.62,Waspada,2026-05-25 19:55:30
3.47,77.36,41.34,Waspada,2026-05-25 19:55:45
3.27,73.23,37.43,Waspada,2026-05-25 19:56:00
3.19,70.19,39.32,Waspada,2026-05-25 19:56:15
3.06,66.77,39.27,Waspada,2026-05-25 19:56:30
4.97,109.39,60.88,Siaga,2026-05-25 19:56:45
3.99,87.64,48.57,Waspada,2026-05-25 19:57:00
4.03,88.10,47.40,Siaga,2026-05-25 19:57:15
3.31,72.89,40.89,Waspada,2026-05-25 19:57:30
3.54,80.34,43.92,Waspada,2026-05-25 19:57:45
3.32,74.36,40.07,Waspada,2026-05-25 19:58:00
3.13,69.38,35.82,Waspada,2026-05-25 19:58:15
3.31,72.12,37.22,Waspada,2026-05-25 19:58:30
3.20,71.81,41.10,Waspada,2026-05-25 19:58:45
3.69,80.04,43.65,Waspada,2026-05-25 19:59:00
3.69,83.42,47.67,Waspada,2026-05-25 19:59:15
3.66,80.50,41.52,Waspada,2026-05-25 19:59:30
3.46,77.08,43.96,Waspada,2026-05-25 19:59:45
3.39,75.80,42.43,Waspada,2026-05-25 20:00:00
3.60,80.82,45.13,Waspada,2026-05-25 20:00:15
3.78,80.72,49.10,Waspada,2026-05-25 20:00:30
3.74,83.50,45.63,Waspada,2026-05-25 20:00:45
3.71,82.30,44.41,Waspada,2026-05-25 20:01:00
3.83,82.77,42.98,Waspada,2026-05-25 20:01:15
3.79,82.16,41.50,Waspada,2026-05-25 20:01:30
3.71,83.00,48.49,Waspada,2026-05-25 20:01:45
3.58,80.12,45.71,Waspada,2026-05-25 20:02:00
3.60,79.05,44.19,Waspada,2026-05-25 20:02:15
3.63,78.11,41.62,Waspada,2026-05-25 20:02:30
3.58,80.72,41.47,Waspada,2026-05-25 20:02:45
3.58,78.44,44.83,Waspada,2026-05-25 20:03:00
3.82,85.64,45.57,Waspada,2026-05-25 20:03:15
3.98,87.73,49.85,Waspada,2026-05-25 20:03:30
3.80,82.86,44.39,Waspada,2026-05-25 20:03:45
3.61,81.40,40.28,Waspada,2026-05-25 20:04:00
3.53,78.00,38.79,Waspada,2026-05-25 20:04:15
3.39,75.23,38.59,Waspada,2026-05-25 20:04:30
4.47,96.61,49.70,Siaga,2026-05-25 20:04:45
3.98,89.54,48.62,Waspada,2026-05-25 20:05:00
4.02,88.50,45.03,Siaga,2026-05-25 20:05:15
3.38,74.63,43.17,Waspada,2026-05-25 20:05:30
4.05,88.86,52.62,Siaga,2026-05-25 20:05:45
3.43,74.00,40.85,Waspada,2026-05-25 20:06:00
3.63,82.13,44.04,Waspada,2026-05-25 20:06:15
3.86,84.09,43.46,Waspada,2026-05-25 20:06:30
4.01,90.36,51.13,Siaga,2026-05-25 20:06:45
4.13,92.99,49.18,Siaga,2026-05-25 20:07:00
3.91,84.01,50.20,Waspada,2026-05-25 20:07:15
3.78,84.70,42.33,Waspada,2026-05-25 20:07:30
3.74,83.54,45.86,Waspada,2026-05-25 20:07:45
3.97,88.33,51.27,Waspada,2026-05-25 20:08:00
3.88,84.44,47.16,Waspada,2026-05-25 20:08:15
3.95,87.51,46.64,Waspada,2026-05-25 20:08:30
4.10,88.69,47.26,Siaga,2026-05-25 20:08:45
3.53,76.29,45.28,Waspada,2026-05-25 20:09:00
3.30,74.06,39.50,Waspada,2026-05-25 20:09:15
3.23,70.91,37.90,Waspada,2026-05-25 20:09:30
3.12,67.71,35.79,Waspada,2026-05-25 20:09:45
2.98,66.03,36.27,Aman,2026-05-25 20:10:00
3.11,66.00,33.41,Waspada,2026-05-25 20:10:15
3.71,81.09,41.40,Waspada,2026-05-25 20:10:30
3.60,77.92,41.64,Waspada,2026-05-25 20:10:45
3.41,74.70,41.70,Waspada,2026-05-25 20:11:00
3.27,71.76,37.62,Waspada,2026-05-25 20:11:15
3.27,71.15,36.96,Waspada,2026-05-25 20:11:30
4.18,93.19,51.62,Siaga,2026-05-25 20:11:45
3.50,76.65,43.78,Waspada,2026-05-25 20:12:00
3.46,76.13,40.97,Waspada,2026-05-25 20:12:15
3.58,79.47,39.78,Waspada,2026-05-25 20:12:30
3.68,81.65,41.94,Waspada,2026-05-25 20:12:45
3.68,82.99,44.64,Waspada,2026-05-25 20:13:00
3.63,80.77,45.79,Waspada,2026-05-25 20:13:15
3.83,86.31,45.14,Waspada,2026-05-25 20:13:30
3.90,87.30,49.74,Waspada,2026-05-25 20:13:45
3.66,81.32,42.41,Waspada,2026-05-25 20:14:00
3.99,86.17,45.74,Waspada,2026-05-25 20:14:15
4.71,103.43,54.35,Siaga,2026-05-25 20:14:30
4.48,98.97,52.81,Siaga,2026-05-25 20:14:45
3.67,81.09,47.67,Waspada,2026-05-25 20:15:00
3.79,84.78,46.92,Waspada,2026-05-25 20:15:15
3.70,81.18,44.29,Waspada,2026-05-25 20:15:30
3.66,80.17,43.14,Waspada,2026-05-25 20:15:45
3.53,76.89,42.42,Waspada,2026-05-25 20:16:00
3.53,76.91,46.00,Waspada,2026-05-25 20:16:15
3.52,76.88,43.75,Waspada,2026-05-25 20:16:30
4.89,108.51,58.43,Siaga,2026-05-25 20:16:45
4.00,89.43,44.83,Waspada,2026-05-25 20:17:00
3.97,89.77,49.75,Waspada,2026-05-25 20:17:15
4.03,87.71,44.48,Siaga,2026-05-25 20:17:30
3.12,71.20,38.21,Waspada,2026-05-25 20:17:45
2.97,65.16,35.13,Aman,2026-05-25 20:18:00
2.85,62.26,37.61,Aman,2026-05-25 20:18:15
2.63,57.31,31.60,Aman,2026-05-25 20:18:30
2.87,61.50,32.77,Aman,2026-05-25 20:18:45
3.53,75.26,44.25,Waspada,2026-05-25 20:19:00
3.73,80.16,40.96,Waspada,2026-05-25 20:19:15
3.80,86.10,41.78,Waspada,2026-05-25 20:19:30
3.95,86.12,50.98,Waspada,2026-05-25 20:19:45
3.99,88.37,45.12,Waspada,2026-05-25 20:20:00
4.00,89.68,50.95,Waspada,2026-05-25 20:20:15
3.81,81.80,48.30,Waspada,2026-05-25 20:20:30
3.94,85.68,44.99,Waspada,2026-05-25 20:20:45
3.88,87.51,43.39,Waspada,2026-05-25 20:21:00
4.00,89.03,50.15,Waspada,2026-05-25 20:21:15
4.13,92.15,53.43,Siaga,2026-05-25 20:21:30
3.55,80.41,43.75,Waspada,2026-05-25 20:21:45
3.46,76.11,41.17,Waspada,2026-05-25 20:22:00
3.34,71.25,42.23,Waspada,2026-05-25 20:22:15
3.26,73.03,37.45,Waspada,2026-05-25 20:22:30
3.39,73.39,40.01,Waspada,2026-05-25 20:22:45
3.41,77.16,37.32,Waspada,2026-05-25 20:23:00
3.35,76.22,42.00,Waspada,2026-05-25 20:23:15
3.57,76.19,39.03,Waspada,2026-05-25 20:23:30
3.36,75.97,44.27,Waspada,2026-05-25 20:23:45
3.40,72.30,41.11,Waspada,2026-05-25 20:24:00
3.57,77.64,46.48,Waspada,2026-05-25 20:24:15
4.72,102.82,60.57,Siaga,2026-05-25 20:24:30
4.29,93.85,54.63,Siaga,2026-05-25 20:24:45
3.53,77.94,41.42,Waspada,2026-05-25 20:25:00
3.58,76.77,43.45,Waspada,2026-05-25 20:25:15
3.42,75.70,38.66,Waspada,2026-05-25 20:25:30
4.40,97.05,52.69,Siaga,2026-05-25 20:25:45
3.44,75.95,42.47,Waspada,2026-05-25 20:26:00
3.52,79.73,41.13,Waspada,2026-05-25 20:26:15
3.67,78.75,44.34,Waspada,2026-05-25 20:26:30
3.76,82.60,46.60,Waspada,2026-05-25 20:26:45
3.53,78.39,44.25,Waspada,2026-05-25 20:27:00
3.43,76.65,44.76,Waspada,2026-05-25 20:27:15
3.52,79.60,41.60,Waspada,2026-05-25 20:27:30
3.38,76.15,40.84,Waspada,2026-05-25 20:27:45
3.32,70.53,39.68,Waspada,2026-05-25 20:28:00
3.49,75.15,41.49,Waspada,2026-05-25 20:28:15
3.43,74.72,40.52,Waspada,2026-05-25 20:28:30
3.61,78.44,42.80,Waspada,2026-05-25 20:28:45
3.44,77.02,44.37,Waspada,2026-05-25 20:29:00
3.55,80.64,44.51,Waspada,2026-05-25 20:29:15
3.59,78.61,44.25,Waspada,2026-05-25 20:29:30
3.81,83.70,48.13,Waspada,2026-05-25 20:29:45
3.83,85.41,45.62,Waspada,2026-05-25 20:30:00
3.93,86.49,47.43,Waspada,2026-05-25 20:30:15
3.72,81.43,46.60,Waspada,2026-05-25 20:30:30
3.64,81.80,44.17,Waspada,2026-05-25 20:30:45
3.54,75.40,38.84,Waspada,2026-05-25 20:31:00
3.71,82.24,47.29,Waspada,2026-05-25 20:31:15
3.55,75.84,40.00,Waspada,2026-05-25 20:31:30
3.47,75.30,40.97,Waspada,2026-05-25 20:31:45
3.62,79.15,43.84,Waspada,2026-05-25 20:32:00
3.48,76.05,41.57,Waspada,2026-05-25 20:32:15
3.73,81.64,43.32,Waspada,2026-05-25 20:32:30
3.84,83.78,45.46,Waspada,2026-05-25 20:32:45
3.75,80.60,45.59,Waspada,2026-05-25 20:33:00
3.69,83.37,43.54,Waspada,2026-05-25 20:33:15
3.80,84.68,41.88,Waspada,2026-05-25 20:33:30
3.81,81.86,45.03,Waspada,2026-05-25 20:33:45
3.83,86.58,43.61,Waspada,2026-05-25 20:34:00
3.75,80.56,48.37,Waspada,2026-05-25 20:34:15
4.52,97.45,53.26,Siaga,2026-05-25 20:34:30
4.31,94.88,53.93,Siaga,2026-05-25 20:34:45
3.89,85.59,48.39,Waspada,2026-05-25 20:35:00
3.99,90.10,47.00,Waspada,2026-05-25 20:35:15
3.75,84.36,42.22,Waspada,2026-05-25 20:35:30
3.79,81.84,46.69,Waspada,2026-05-25 20:35:45
3.60,78.37,46.90,Waspada,2026-05-25 20:36:00
3.67,79.16,40.65,Waspada,2026-05-25 20:36:15
3.89,87.97,47.12,Waspada,2026-05-25 20:36:30
3.78,80.92,47.04,Waspada,2026-05-25 20:36:45
3.79,84.15,42.98,Waspada,2026-05-25 20:37:00
3.92,83.85,47.52,Waspada,2026-05-25 20:37:15
3.80,86.11,45.14,Waspada,2026-05-25 20:37:30
3.57,80.38,42.11,Waspada,2026-05-25 20:37:45
3.50,79.13,40.27,Waspada,2026-05-25 20:38:00
3.57,78.69,39.85,Waspada,2026-05-25 20:38:15
3.40,76.60,38.93,Waspada,2026-05-25 20:38:30
3.57,77.25,42.23,Waspada,2026-05-25 20:38:45
3.62,81.22,45.50,Waspada,2026-05-25 20:39:00
3.72,83.62,45.55,Waspada,2026-05-25 20:39:15
3.97,88.01,49.61,Waspada,2026-05-25 20:39:30
3.72,80.92,47.33,Waspada,2026-05-25 20:39:45
3.69,78.88,43.69,Waspada,2026-05-25 20:40:00
3.45,75.72,42.82,Waspada,2026-05-25 20:40:15
3.48,78.86,38.25,Waspada,2026-05-25 20:40:30
3.28,70.57,39.42,Waspada,2026-05-25 20:40:45
3.53,76.91,41.95,Waspada,2026-05-25 20:41:00
3.73,79.92,46.34,Waspada,2026-05-25 20:41:15
3.82,85.36,45.30,Waspada,2026-05-25 20:41:30
3.97,84.95,48.36,Waspada,2026-05-25 20:41:45
3.91,85.11,48.45,Waspada,2026-05-25 20:42:00
4.05,89.14,47.58,Siaga,2026-05-25 20:42:15
3.32,74.97,42.90,Waspada,2026-05-25 20:42:30
3.07,68.84,37.55,Waspada,2026-05-25 20:42:45
3.18,71.50,39.86,Waspada,2026-05-25 20:43:00
4.02,86.23,44.57,Siaga,2026-05-25 20:43:15
3.79,82.88,41.64,Waspada,2026-05-25 20:43:30
5.68,126.26,64.90,Awas,2026-05-25 20:43:45
4.86,108.47,60.94,Siaga,2026-05-25 20:44:00
5.47,119.95,63.40,Awas,2026-05-25 20:44:15
4.63,99.48,52.63,Siaga,2026-05-25 20:44:30
4.65,101.93,54.32,Siaga,2026-05-25 20:44:45
4.40,94.63,50.51,Siaga,2026-05-25 20:45:00
4.08,90.58,45.62,Siaga,2026-05-25 20:45:15
4.22,91.33,51.61,Siaga,2026-05-25 20:45:30
3.56,77.21,44.15,Waspada,2026-05-25 20:45:45
3.59,80.86,43.37,Waspada,2026-05-25 20:46:00
3.63,81.00,42.87,Waspada,2026-05-25 20:46:15
3.51,78.23,38.23,Waspada,2026-05-25 20:46:30
3.67,81.51,46.05,Waspada,2026-05-25 20:46:45
3.49,76.19,40.93,Waspada,2026-05-25 20:47:00
3.35,73.19,37.30,Waspada,2026-05-25 20:47:15
3.26,73.35,41.98,Waspada,2026-05-25 20:47:30
3.39,76.63,42.91,Waspada,2026-05-25 20:47:45
3.45,78.31,42.75,Waspada,2026-05-25 20:48:00
3.61,81.15,39.80,Waspada,2026-05-25 20:48:15
3.49,74.77,41.78,Waspada,2026-05-25 20:48:30
3.25,71.49,36.67,Waspada,2026-05-25 20:48:45
3.17,70.57,39.25,Waspada,2026-05-25 20:49:00
3.22,71.16,39.55,Waspada,2026-05-25 20:49:15
3.02,65.59,37.07,Waspada,2026-05-25 20:49:30
2.80,62.90,31.99,Aman,2026-05-25 20:49:45
2.74,58.38,33.87,Aman,2026-05-25 20:50:00
2.53,56.84,33.73,Aman,2026-05-25 20:50:15
2.46,55.50,27.67,Aman,2026-05-25 20:50:30
2.61,56.57,33.64,Aman,2026-05-25 20:50:45
2.39,55.04,31.29,Aman,2026-05-25 20:51:00
2.24,47.84,27.53,Aman,2026-05-25 20:51:15
2.12,45.34,23.93,Aman,2026-05-25 20:51:30
2.12,47.84,29.31,Aman,2026-05-25 20:51:45
2.10,45.84,26.00,Aman,2026-05-25 20:52:00
2.04,45.89,28.34,Aman,2026-05-25 20:52:15
2.35,53.90,27.41,Aman,2026-05-25 20:52:30
2.37,53.33,24.89,Aman,2026-05-25 20:52:45
2.15,47.87,27.27,Aman,2026-05-25 20:53:00
2.11,45.81,21.49,Aman,2026-05-25 20:53:15
2.03,44.97,27.73,Aman,2026-05-25 20:53:30
2.21,47.44,25.96,Aman,2026-05-25 20:53:45
2.15,45.41,25.54,Aman,2026-05-25 20:54:00
2.11,48.28,21.70,Aman,2026-05-25 20:54:15
2.34,49.63,27.32,Aman,2026-05-25 20:54:30
2.55,55.56,31.63,Aman,2026-05-25 20:54:45
2.80,60.76,36.49,Aman,2026-05-25 20:55:00
2.79,59.36,32.02,Aman,2026-05-25 20:55:15
3.03,66.79,40.08,Waspada,2026-05-25 20:55:30
3.26,69.84,40.49,Waspada,2026-05-25 20:55:45
4.58,100.67,55.47,Siaga,2026-05-25 20:56:00
4.03,87.24,51.50,Siaga,2026-05-25 20:56:15
3.72,80.37,41.50,Waspada,2026-05-25 20:56:30
3.60,80.41,41.95,Waspada,2026-05-25 20:56:45
3.56,76.94,42.58,Waspada,2026-05-25 20:57:00
3.69,81.93,45.47,Waspada,2026-05-25 20:57:15
3.92,84.92,48.49,Waspada,2026-05-25 20:57:30
4.09,89.68,52.04,Siaga,2026-05-25 20:57:45
3.29,73.56,40.10,Waspada,2026-05-25 20:58:00
3.30,70.44,41.58,Waspada,2026-05-25 20:58:15
3.41,72.96,40.87,Waspada,2026-05-25 20:58:30
3.18,71.78,34.39,Waspada,2026-05-25 20:58:45
3.30,72.89,35.79,Waspada,2026-05-25 20:59:00
3.39,74.63,41.58,Waspada,2026-05-25 20:59:15
3.29,72.55,42.06,Waspada,2026-05-25 20:59:30
3.41,74.89,41.68,Waspada,2026-05-25 20:59:45
3.62,77.44,44.05,Waspada,2026-05-25 21:00:00
3.77,82.72,46.23,Waspada,2026-05-25 21:00:15
3.73,81.77,47.41,Waspada,2026-05-25 21:00:30
3.59,79.52,46.67,Waspada,2026-05-25 21:00:45
3.57,78.57,43.94,Waspada,2026-05-25 21:01:00
3.55,78.15,42.62,Waspada,2026-05-25 21:01:15
3.32,75.31,39.62,Waspada,2026-05-25 21:01:30
3.45,77.28,40.24,Waspada,2026-05-25 21:01:45
3.21,71.39,38.55,Waspada,2026-05-25 21:02:00
3.19,70.17,40.52,Waspada,2026-05-25 21:02:15
2.99,63.51,36.66,Aman,2026-05-25 21:02:30
3.22,68.35,35.68,Waspada,2026-05-25 21:02:45
4.24,94.25,53.74,Siaga,2026-05-25 21:03:00
3.53,78.18,40.12,Waspada,2026-05-25 21:03:15
3.77,84.87,46.74,Waspada,2026-05-25 21:03:30
3.52,77.59,44.92,Waspada,2026-05-25 21:03:45
3.38,75.52,38.44,Waspada,2026-05-25 21:04:00
4.63,100.75,51.57,Siaga,2026-05-25 21:04:15
5.94,132.59,70.90,Awas,2026-05-25 21:04:30
5.27,115.30,62.47,Awas,2026-05-25 21:04:45
4.84,106.77,59.18,Siaga,2026-05-25 21:05:00
3.97,85.21,50.83,Waspada,2026-05-25 21:05:15
3.97,85.21,50.88,Waspada,2026-05-25 21:05:30
4.13,89.07,47.20,Siaga,2026-05-25 21:05:45
3.15,70.46,38.90,Waspada,2026-05-25 21:06:00
3.11,68.81,39.84,Waspada,2026-05-25 21:06:15
3.59,78.49,41.53,Waspada,2026-05-25 21:06:30
4.74,106.53,59.97,Siaga,2026-05-25 21:06:45
4.35,94.98,53.56,Siaga,2026-05-25 21:07:00
4.07,88.78,45.47,Siaga,2026-05-25 21:07:15
3.78,82.58,45.87,Waspada,2026-05-25 21:07:30
3.90,87.61,45.01,Waspada,2026-05-25 21:07:45
3.80,84.62,43.18,Waspada,2026-05-25 21:08:00
4.00,88.60,47.75,Waspada,2026-05-25 21:08:15
4.14,91.32,46.92,Siaga,2026-05-25 21:08:30
3.25,71.55,37.79,Waspada,2026-05-25 21:08:45
3.21,69.89,38.51,Waspada,2026-05-25 21:09:00
3.29,73.72,43.29,Waspada,2026-05-25 21:09:15
3.32,71.79,35.90,Waspada,2026-05-25 21:09:30
3.42,74.76,43.36,Waspada,2026-05-25 21:09:45
3.20,71.01,34.89,Waspada,2026-05-25 21:10:00
3.31,71.94,36.58,Waspada,2026-05-25 21:10:15
3.50,75.83,45.74,Waspada,2026-05-25 21:10:30
3.49,76.93,41.91,Waspada,2026-05-25 21:10:45
3.27,73.19,38.23,Waspada,2026-05-25 21:11:00
3.50,74.89,40.31,Waspada,2026-05-25 21:11:15
5.05,110.09,57.02,Awas,2026-05-25 21:11:30
4.63,100.05,56.75,Siaga,2026-05-25 21:11:45
3.96,86.25,44.25,Waspada,2026-05-25 21:12:00
3.73,80.86,43.13,Waspada,2026-05-25 21:12:15
4.21,94.37,53.81,Siaga,2026-05-25 21:12:30
3.48,77.79,38.61,Waspada,2026-05-25 21:12:45
3.23,71.41,40.80,Waspada,2026-05-25 21:13:00
3.05,69.53,37.32,Waspada,2026-05-25 21:13:15
3.28,72.36,40.99,Waspada,2026-05-25 21:13:30
3.28,72.96,36.97,Waspada,2026-05-25 21:13:45
3.36,72.21,42.86,Waspada,2026-05-25 21:14:00
4.55,99.99,56.51,Siaga,2026-05-25 21:14:15
3.71,84.16,45.03,Waspada,2026-05-25 21:14:30
3.75,81.44,42.37,Waspada,2026-05-25 21:14:45
3.75,80.85,46.65,Waspada,2026-05-25 21:15:00
3.97,89.60,51.04,Waspada,2026-05-25 21:15:15
3.96,84.62,44.21,Waspada,2026-05-25 21:15:30
3.88,86.26,47.24,Waspada,2026-05-25 21:15:45
3.74,80.28,48.05,Waspada,2026-05-25 21:16:00
4.49,99.26,55.25,Siaga,2026-05-25 21:16:15
4.00,87.35,50.31,Waspada,2026-05-25 21:16:30
3.94,88.48,48.51,Waspada,2026-05-25 21:16:45
3.71,82.95,45.84,Waspada,2026-05-25 21:17:00
3.50,79.33,44.56,Waspada,2026-05-25 21:17:15
3.41,73.93,37.93,Waspada,2026-05-25 21:17:30
3.19,70.85,36.53,Waspada,2026-05-25 21:17:45
3.22,71.44,35.99,Waspada,2026-05-25 21:18:00
3.43,74.86,41.55,Waspada,2026-05-25 21:18:15
3.34,73.40,36.08,Waspada,2026-05-25 21:18:30
3.27,73.41,35.50,Waspada,2026-05-25 21:18:45
3.36,75.36,40.95,Waspada,2026-05-25 21:19:00
3.47,77.60,38.35,Waspada,2026-05-25 21:19:15
3.65,81.46,45.99,Waspada,2026-05-25 21:19:30
4.85,106.15,55.96,Siaga,2026-05-25 21:19:45
4.47,96.31,54.46,Siaga,2026-05-25 21:20:00
3.92,87.78,44.79,Waspada,2026-05-25 21:20:15
4.09,91.57,51.90,Siaga,2026-05-25 21:20:30
3.57,80.72,45.30,Waspada,2026-05-25 21:20:45
3.44,77.73,37.44,Waspada,2026-05-25 21:21:00
3.60,81.01,40.23,Waspada,2026-05-25 21:21:15
3.63,77.54,40.03,Waspada,2026-05-25 21:21:30
3.86,86.83,47.65,Waspada,2026-05-25 21:21:45
4.00,85.70,48.25,Waspada,2026-05-25 21:22:00
5.18,115.45,63.75,Awas,2026-05-25 21:22:15
4.48,97.84,57.48,Siaga,2026-05-25 21:22:30
3.97,89.73,49.33,Waspada,2026-05-25 21:22:45
3.99,85.76,44.05,Waspada,2026-05-25 21:23:00
3.96,86.39,45.34,Waspada,2026-05-25 21:23:15
3.87,85.71,42.49,Waspada,2026-05-25 21:23:30
4.43,97.00,53.18,Siaga,2026-05-25 21:23:45
3.66,82.16,43.34,Waspada,2026-05-25 21:24:00
3.42,74.08,38.60,Waspada,2026-05-25 21:24:15
3.49,75.36,45.38,Waspada,2026-05-25 21:24:30
3.43,74.54,44.52,Waspada,2026-05-25 21:24:45
3.51,75.89,38.56,Waspada,2026-05-25 21:25:00
3.57,78.29,42.94,Waspada,2026-05-25 21:25:15
5.58,123.57,67.28,Awas,2026-05-25 21:25:30
5.01,109.03,60.75,Awas,2026-05-25 21:25:45
4.28,93.44,52.55,Siaga,2026-05-25 21:26:00
3.38,73.92,41.48,Waspada,2026-05-25 21:26:15
3.15,71.06,36.23,Waspada,2026-05-25 21:26:30
3.32,71.12,37.62,Waspada,2026-05-25 21:26:45
3.17,71.77,34.23,Waspada,2026-05-25 21:27:00
3.38,76.21,44.37,Waspada,2026-05-25 21:27:15
3.46,73.78,41.44,Waspada,2026-05-25 21:27:30
3.34,75.37,36.77,Waspada,2026-05-25 21:27:45
3.54,79.17,43.34,Waspada,2026-05-25 21:28:00
3.76,81.36,48.08,Waspada,2026-05-25 21:28:15
3.92,85.76,50.91,Waspada,2026-05-25 21:28:30
4.66,100.24,53.31,Siaga,2026-05-25 21:28:45
4.08,89.44,46.03,Siaga,2026-05-25 21:29:00
3.81,85.00,43.07,Waspada,2026-05-25 21:29:15
3.92,88.44,48.77,Waspada,2026-05-25 21:29:30
4.01,87.14,47.52,Siaga,2026-05-25 21:29:45
3.55,79.62,46.09,Waspada,2026-05-25 21:30:00
3.35,75.95,43.01,Waspada,2026-05-25 21:30:15
3.48,77.37,44.50,Waspada,2026-05-25 21:30:30
4.21,92.84,51.52,Siaga,2026-05-25 21:30:45
3.48,77.33,43.24,Waspada,2026-05-25 21:31:00
3.46,76.42,38.61,Waspada,2026-05-25 21:31:15
3.27,73.56,36.39,Waspada,2026-05-25 21:31:30
3.32,71.76,43.39,Waspada,2026-05-25 21:31:45
3.54,79.75,40.45,Waspada,2026-05-25 21:32:00
3.77,82.54,45.13,Waspada,2026-05-25 21:32:15
3.97,87.79,48.45,Waspada,2026-05-25 21:32:30
3.91,86.73,47.08,Waspada,2026-05-25 21:32:45
3.91,88.21,47.32,Waspada,2026-05-25 21:33:00
3.89,87.60,48.09,Waspada,2026-05-25 21:33:15
3.94,85.33,50.68,Waspada,2026-05-25 21:33:30
4.05,89.89,48.31,Siaga,2026-05-25 21:33:45
3.41,73.10,44.23,Waspada,2026-05-25 21:34:00
3.37,73.02,42.73,Waspada,2026-05-25 21:34:15
3.27,74.10,42.04,Waspada,2026-05-25 21:34:30
3.14,70.45,34.89,Waspada,2026-05-25 21:34:45
2.94,64.88,35.18,Aman,2026-05-25 21:35:00
3.14,70.48,34.74,Waspada,2026-05-25 21:35:15
3.14,67.91,37.45,Waspada,2026-05-25 21:35:30
2.93,63.39,34.33,Aman,2026-05-25 21:35:45
2.82,60.02,32.85,Aman,2026-05-25 21:36:00
3.02,64.95,33.44,Waspada,2026-05-25 21:36:15
2.81,61.51,32.10,Aman,2026-05-25 21:36:30
